Customer ID,Age,Gender,Category,Purchase Amount (USD),Previous Purchases,Frequency of Purchases,Subscription Status,Review Rating,Cluster,Segment
758,41,Male,Clothing,32,18,Quarterly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
759,66,Male,Footwear,71,39,Every 3 Months,Yes,4.6,1,💎 Champions (High-Value Loyalists)
760,51,Male,Clothing,49,25,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
761,33,Male,Accessories,50,6,Annually,Yes,3.4,1,💎 Champions (High-Value Loyalists)
762,57,Male,Accessories,91,26,Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
763,45,Male,Accessories,46,43,Fortnightly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
764,61,Male,Clothing,50,6,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
765,55,Male,Clothing,39,6,Quarterly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
766,54,Male,Footwear,99,13,Quarterly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
767,57,Male,Accessories,48,13,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
768,27,Male,Outerwear,77,11,Annually,Yes,2.5,1,💎 Champions (High-Value Loyalists)
769,64,Male,Accessories,95,45,Weekly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
770,52,Male,Clothing,100,8,Monthly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
771,19,Male,Footwear,54,8,Annually,Yes,3.3,1,💎 Champions (High-Value Loyalists)
772,22,Male,Clothing,68,34,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
773,18,Male,Clothing,22,40,Bi-Weekly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
774,29,Male,Accessories,84,14,Bi-Weekly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
775,42,Male,Accessories,46,11,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
776,49,Male,Accessories,53,8,Monthly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
777,49,Male,Clothing,60,8,Every 3 Months,Yes,5.0,1,💎 Champions (High-Value Loyalists)
778,55,Male,Clothing,32,37,Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
779,29,Male,Clothing,50,23,Annually,Yes,2.9,1,💎 Champions (High-Value Loyalists)
780,60,Male,Clothing,94,38,Annually,Yes,4.6,1,💎 Champions (High-Value Loyalists)
781,34,Male,Footwear,26,38,Quarterly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
782,30,Male,Accessories,44,12,Fortnightly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
783,28,Male,Clothing,57,15,Weekly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
784,63,Male,Clothing,65,38,Fortnightly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
785,31,Male,Clothing,72,41,Every 3 Months,Yes,3.2,1,💎 Champions (High-Value Loyalists)
786,46,Male,Clothing,62,37,Fortnightly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
787,70,Male,Accessories,21,16,Every 3 Months,Yes,4.8,1,💎 Champions (High-Value Loyalists)
788,53,Male,Accessories,85,25,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
789,50,Male,Clothing,51,18,Quarterly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
790,33,Male,Accessories,84,4,Bi-Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
791,22,Male,Clothing,37,12,Quarterly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
792,50,Male,Accessories,44,35,Fortnightly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
793,34,Male,Footwear,45,45,Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
794,24,Male,Clothing,35,16,Monthly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
795,69,Male,Accessories,50,10,Fortnightly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
796,39,Male,Footwear,26,34,Annually,Yes,4.6,1,💎 Champions (High-Value Loyalists)
797,42,Male,Clothing,78,43,Annually,Yes,4.0,1,💎 Champions (High-Value Loyalists)
798,42,Male,Outerwear,82,38,Weekly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
799,29,Male,Clothing,39,48,Every 3 Months,Yes,3.8,1,💎 Champions (High-Value Loyalists)
800,55,Male,Accessories,55,31,Annually,Yes,3.3,1,💎 Champions (High-Value Loyalists)
801,32,Male,Clothing,20,20,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
802,25,Male,Accessories,29,12,Fortnightly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
803,38,Male,Clothing,41,2,Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
804,32,Male,Clothing,38,30,Every 3 Months,Yes,2.8,1,💎 Champions (High-Value Loyalists)
805,43,Male,Footwear,47,28,Quarterly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
806,41,Male,Clothing,30,40,Monthly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
807,56,Male,Clothing,56,46,Quarterly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
808,27,Male,Clothing,89,15,Weekly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
809,46,Male,Footwear,96,38,Every 3 Months,Yes,4.6,1,💎 Champions (High-Value Loyalists)
810,48,Male,Footwear,81,30,Bi-Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
811,52,Male,Accessories,83,32,Bi-Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
812,18,Male,Footwear,35,36,Quarterly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
813,64,Male,Footwear,56,32,Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
814,54,Male,Accessories,45,14,Annually,Yes,2.9,1,💎 Champions (High-Value Loyalists)
815,31,Male,Clothing,62,8,Monthly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
816,30,Male,Accessories,84,27,Bi-Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
817,26,Male,Clothing,24,24,Monthly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
818,25,Male,Accessories,21,30,Fortnightly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
819,59,Male,Clothing,91,34,Monthly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
820,55,Male,Accessories,36,28,Quarterly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
821,56,Male,Footwear,39,27,Monthly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
822,62,Male,Clothing,39,31,Bi-Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
823,35,Male,Clothing,59,23,Annually,Yes,3.4,1,💎 Champions (High-Value Loyalists)
824,51,Male,Accessories,27,11,Quarterly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
825,61,Male,Clothing,94,48,Quarterly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
826,27,Male,Accessories,94,17,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
827,54,Male,Clothing,94,36,Weekly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
828,31,Male,Footwear,51,33,Fortnightly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
829,24,Male,Clothing,62,27,Bi-Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
830,42,Male,Clothing,57,14,Fortnightly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
831,41,Male,Clothing,76,5,Annually,Yes,4.2,1,💎 Champions (High-Value Loyalists)
832,66,Male,Accessories,63,47,Every 3 Months,Yes,4.3,1,💎 Champions (High-Value Loyalists)
833,58,Male,Outerwear,80,28,Bi-Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
834,43,Male,Accessories,68,11,Annually,Yes,3.5,1,💎 Champions (High-Value Loyalists)
835,52,Male,Accessories,89,18,Weekly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
836,35,Male,Footwear,26,21,Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
837,23,Male,Accessories,90,22,Bi-Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
838,25,Male,Clothing,28,33,Every 3 Months,Yes,4.9,1,💎 Champions (High-Value Loyalists)
839,33,Male,Outerwear,29,49,Annually,Yes,4.3,1,💎 Champions (High-Value Loyalists)
840,48,Male,Clothing,31,10,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
841,42,Male,Clothing,24,18,Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
842,55,Male,Clothing,88,28,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
843,59,Male,Clothing,87,25,Weekly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
844,65,Male,Clothing,80,6,Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
845,59,Male,Footwear,48,44,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
846,31,Male,Accessories,21,30,Monthly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
847,49,Male,Footwear,72,42,Quarterly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
848,53,Male,Clothing,44,30,Monthly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
849,48,Male,Footwear,73,33,Bi-Weekly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
850,23,Male,Clothing,61,24,Quarterly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
851,68,Male,Footwear,20,13,Monthly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
852,35,Male,Footwear,86,19,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
853,34,Male,Clothing,60,23,Every 3 Months,Yes,4.2,1,💎 Champions (High-Value Loyalists)
854,62,Male,Accessories,43,35,Monthly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
855,21,Male,Clothing,44,22,Monthly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
856,70,Male,Clothing,76,14,Quarterly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
857,55,Male,Clothing,33,47,Fortnightly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
858,43,Male,Clothing,60,50,Every 3 Months,Yes,3.0,1,💎 Champions (High-Value Loyalists)
859,19,Male,Outerwear,26,33,Weekly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
860,47,Male,Clothing,73,7,Monthly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
861,26,Male,Footwear,87,3,Monthly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
862,46,Male,Clothing,100,35,Every 3 Months,Yes,3.3,1,💎 Champions (High-Value Loyalists)
863,19,Male,Outerwear,84,13,Fortnightly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
864,49,Male,Footwear,41,42,Fortnightly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
865,51,Male,Clothing,59,5,Annually,Yes,3.9,1,💎 Champions (High-Value Loyalists)
866,64,Male,Clothing,26,23,Annually,Yes,4.8,1,💎 Champions (High-Value Loyalists)
867,67,Male,Accessories,69,11,Bi-Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
868,37,Male,Outerwear,20,23,Fortnightly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
869,40,Male,Clothing,83,2,Every 3 Months,Yes,3.2,1,💎 Champions (High-Value Loyalists)
870,38,Male,Accessories,54,33,Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
871,66,Male,Clothing,66,6,Bi-Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
872,47,Male,Accessories,42,45,Quarterly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
873,56,Male,Clothing,33,25,Quarterly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
874,51,Male,Footwear,77,24,Quarterly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
875,25,Male,Outerwear,65,10,Every 3 Months,Yes,4.4,1,💎 Champions (High-Value Loyalists)
876,37,Male,Footwear,39,7,Every 3 Months,Yes,4.1,1,💎 Champions (High-Value Loyalists)
877,41,Male,Accessories,51,1,Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
878,64,Male,Accessories,65,45,Every 3 Months,Yes,4.9,1,💎 Champions (High-Value Loyalists)
879,23,Male,Accessories,89,37,Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
880,62,Male,Clothing,76,14,Quarterly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
881,39,Male,Accessories,75,25,Monthly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
882,52,Male,Footwear,61,18,Annually,Yes,2.7,1,💎 Champions (High-Value Loyalists)
883,50,Male,Footwear,35,37,Every 3 Months,Yes,3.8,1,💎 Champions (High-Value Loyalists)
884,28,Male,Footwear,37,30,Monthly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
885,67,Male,Clothing,91,34,Weekly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
886,41,Male,Clothing,99,49,Every 3 Months,Yes,4.4,1,💎 Champions (High-Value Loyalists)
887,19,Male,Clothing,54,48,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
888,70,Male,Accessories,47,33,Fortnightly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
889,49,Male,Accessories,77,44,Annually,Yes,3.6,1,💎 Champions (High-Value Loyalists)
890,59,Male,Accessories,84,50,Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
891,52,Male,Accessories,51,47,Monthly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
892,20,Male,Clothing,26,24,Every 3 Months,Yes,3.9,1,💎 Champions (High-Value Loyalists)
893,31,Male,Clothing,64,43,Monthly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
894,33,Male,Accessories,51,14,Monthly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
895,44,Male,Clothing,60,3,Quarterly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
896,40,Male,Accessories,69,33,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
897,69,Male,Accessories,29,38,Fortnightly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
898,29,Male,Clothing,91,46,Weekly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
899,54,Male,Accessories,70,19,Every 3 Months,Yes,3.5,1,💎 Champions (High-Value Loyalists)
900,65,Male,Clothing,58,20,Annually,Yes,4.0,1,💎 Champions (High-Value Loyalists)
901,54,Male,Accessories,98,42,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
902,60,Male,Accessories,68,34,Monthly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
903,43,Male,Accessories,44,5,Monthly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
904,44,Male,Outerwear,45,3,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
905,69,Male,Clothing,99,46,Every 3 Months,Yes,2.9,1,💎 Champions (High-Value Loyalists)
906,46,Male,Clothing,68,16,Annually,Yes,2.8,1,💎 Champions (High-Value Loyalists)
907,41,Male,Clothing,56,21,Bi-Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
908,32,Male,Clothing,43,34,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
909,26,Male,Accessories,99,9,Every 3 Months,Yes,3.6,1,💎 Champions (High-Value Loyalists)
910,61,Male,Accessories,56,36,Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
911,49,Male,Clothing,25,22,Monthly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
912,53,Male,Clothing,74,2,Quarterly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
913,24,Male,Clothing,56,32,Monthly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
914,37,Male,Footwear,47,29,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
915,43,Male,Clothing,67,27,Every 3 Months,Yes,4.1,1,💎 Champions (High-Value Loyalists)
916,31,Male,Clothing,22,33,Fortnightly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
917,49,Male,Clothing,34,16,Monthly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
918,69,Male,Clothing,64,11,Quarterly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
919,65,Male,Clothing,42,11,Fortnightly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
920,41,Male,Clothing,82,17,Bi-Weekly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
921,37,Male,Accessories,81,37,Weekly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
922,70,Male,Outerwear,24,18,Weekly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
923,63,Male,Footwear,60,13,Monthly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
924,55,Male,Clothing,24,7,Weekly,Yes,4.2,1,💎 Champions (High-Value Loyalists)
925,52,Male,Clothing,78,37,Quarterly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
926,22,Male,Clothing,88,8,Monthly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
927,54,Male,Clothing,63,11,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
928,28,Male,Footwear,78,8,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
929,67,Male,Clothing,37,31,Every 3 Months,Yes,3.4,1,💎 Champions (High-Value Loyalists)
930,59,Male,Footwear,94,26,Fortnightly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
931,26,Male,Clothing,78,20,Bi-Weekly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
932,24,Male,Outerwear,36,24,Fortnightly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
933,62,Male,Clothing,24,45,Bi-Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
934,70,Male,Footwear,84,33,Monthly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
935,45,Male,Clothing,47,21,Monthly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
936,58,Male,Clothing,51,2,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
937,31,Male,Footwear,84,28,Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
938,32,Male,Clothing,24,18,Quarterly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
939,36,Male,Clothing,97,21,Fortnightly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
940,25,Male,Clothing,89,24,Monthly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
941,48,Male,Accessories,44,15,Every 3 Months,Yes,2.6,1,💎 Champions (High-Value Loyalists)
942,39,Male,Accessories,35,38,Every 3 Months,Yes,4.5,1,💎 Champions (High-Value Loyalists)
943,26,Male,Clothing,91,38,Bi-Weekly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
944,32,Male,Accessories,63,13,Fortnightly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
945,54,Male,Accessories,97,39,Bi-Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
946,38,Male,Footwear,38,8,Every 3 Months,Yes,4.1,1,💎 Champions (High-Value Loyalists)
947,46,Male,Outerwear,24,4,Quarterly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
948,57,Male,Clothing,32,6,Every 3 Months,Yes,3.9,1,💎 Champions (High-Value Loyalists)
949,49,Male,Accessories,90,11,Every 3 Months,Yes,4.9,1,💎 Champions (High-Value Loyalists)
950,33,Male,Clothing,36,49,Monthly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
951,54,Male,Accessories,37,30,Quarterly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
952,47,Male,Clothing,51,34,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
953,36,Male,Accessories,71,28,Monthly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
954,68,Male,Accessories,50,36,Quarterly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
955,60,Male,Accessories,74,18,Every 3 Months,Yes,3.5,1,💎 Champions (High-Value Loyalists)
956,55,Male,Clothing,75,4,Monthly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
957,29,Male,Clothing,99,42,Quarterly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
958,38,Male,Accessories,23,11,Quarterly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
959,70,Male,Footwear,53,31,Bi-Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
960,36,Male,Clothing,99,12,Fortnightly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
961,18,Male,Accessories,48,20,Quarterly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
962,62,Male,Footwear,72,37,Quarterly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
963,29,Male,Accessories,64,26,Fortnightly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
964,21,Male,Footwear,63,14,Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
965,42,Male,Footwear,51,12,Bi-Weekly,Yes,2.6,1,💎 Champions (High-Value Loyalists)
966,43,Male,Footwear,55,10,Annually,Yes,5.0,1,💎 Champions (High-Value Loyalists)
967,58,Male,Clothing,55,19,Annually,Yes,4.9,1,💎 Champions (High-Value Loyalists)
968,27,Male,Clothing,26,4,Weekly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
969,57,Male,Clothing,67,48,Quarterly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
970,40,Male,Outerwear,31,37,Monthly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
971,45,Male,Clothing,66,4,Monthly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
972,47,Male,Accessories,67,15,Weekly,Yes,4.3,1,💎 Champions (High-Value Loyalists)
973,61,Male,Footwear,61,33,Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
974,60,Male,Outerwear,75,30,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
975,69,Male,Clothing,90,23,Monthly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
976,58,Male,Clothing,40,2,Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
977,34,Male,Clothing,90,50,Every 3 Months,Yes,3.6,1,💎 Champions (High-Value Loyalists)
978,20,Male,Accessories,20,34,Bi-Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
979,56,Male,Accessories,40,33,Weekly,Yes,2.5,1,💎 Champions (High-Value Loyalists)
980,64,Male,Accessories,33,34,Monthly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
981,56,Male,Footwear,98,39,Every 3 Months,Yes,4.0,1,💎 Champions (High-Value Loyalists)
982,27,Male,Accessories,42,47,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
983,35,Male,Outerwear,62,37,Monthly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
984,24,Male,Accessories,45,40,Bi-Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
985,26,Male,Footwear,78,8,Bi-Weekly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
986,32,Male,Accessories,80,12,Annually,Yes,5.0,1,💎 Champions (High-Value Loyalists)
987,54,Male,Accessories,96,36,Monthly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
988,62,Male,Accessories,47,48,Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
989,50,Male,Clothing,84,47,Fortnightly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
990,70,Male,Footwear,31,2,Monthly,Yes,3.1,1,💎 Champions (High-Value Loyalists)
991,48,Male,Accessories,63,24,Weekly,Yes,4.8,1,💎 Champions (High-Value Loyalists)
992,20,Male,Clothing,97,40,Bi-Weekly,Yes,2.7,1,💎 Champions (High-Value Loyalists)
993,46,Male,Outerwear,99,50,Weekly,Yes,4.6,1,💎 Champions (High-Value Loyalists)
994,51,Male,Footwear,90,25,Weekly,Yes,4.4,1,💎 Champions (High-Value Loyalists)
995,53,Male,Footwear,68,20,Monthly,Yes,3.2,1,💎 Champions (High-Value Loyalists)
996,44,Male,Accessories,80,10,Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
997,29,Male,Footwear,91,32,Quarterly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
998,64,Male,Clothing,30,31,Fortnightly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
999,51,Male,Footwear,90,48,Bi-Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
1000,50,Male,Clothing,28,23,Monthly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
1001,43,Male,Clothing,46,1,Bi-Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
1002,61,Male,Clothing,60,4,Fortnightly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
1003,55,Male,Footwear,59,3,Bi-Weekly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
1004,56,Male,Accessories,68,3,Bi-Weekly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
1005,33,Male,Accessories,79,44,Annually,Yes,4.8,1,💎 Champions (High-Value Loyalists)
1006,43,Male,Accessories,94,5,Bi-Weekly,Yes,3.9,1,💎 Champions (High-Value Loyalists)
1007,21,Male,Clothing,83,50,Quarterly,Yes,4.5,1,💎 Champions (High-Value Loyalists)
1008,58,Male,Accessories,62,2,Annually,Yes,4.8,1,💎 Champions (High-Value Loyalists)
1009,41,Male,Accessories,85,29,Annually,Yes,2.6,1,💎 Champions (High-Value Loyalists)
1010,39,Male,Clothing,30,11,Annually,Yes,3.1,1,💎 Champions (High-Value Loyalists)
1011,54,Male,Clothing,24,37,Fortnightly,Yes,4.7,1,💎 Champions (High-Value Loyalists)
1012,43,Male,Accessories,25,32,Fortnightly,Yes,2.9,1,💎 Champions (High-Value Loyalists)
1013,28,Male,Footwear,37,27,Annually,Yes,3.8,1,💎 Champions (High-Value Loyalists)
1014,59,Male,Accessories,69,31,Bi-Weekly,Yes,3.8,1,💎 Champions (High-Value Loyalists)
1015,28,Male,Footwear,97,36,Fortnightly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
1016,68,Male,Accessories,24,34,Weekly,Yes,4.1,1,💎 Champions (High-Value Loyalists)
1017,20,Male,Accessories,30,15,Every 3 Months,Yes,3.4,1,💎 Champions (High-Value Loyalists)
1018,21,Male,Outerwear,53,14,Annually,Yes,2.5,1,💎 Champions (High-Value Loyalists)
1019,50,Male,Clothing,70,46,Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
1020,32,Male,Clothing,76,33,Bi-Weekly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
1021,24,Male,Accessories,95,41,Annually,Yes,4.5,1,💎 Champions (High-Value Loyalists)
1022,55,Male,Outerwear,51,39,Weekly,Yes,4.9,1,💎 Champions (High-Value Loyalists)
1023,61,Male,Accessories,41,7,Annually,Yes,4.9,1,💎 Champions (High-Value Loyalists)
1024,61,Male,Accessories,71,29,Every 3 Months,Yes,3.5,1,💎 Champions (High-Value Loyalists)
1025,28,Male,Clothing,66,18,Quarterly,Yes,3.5,1,💎 Champions (High-Value Loyalists)
1026,60,Male,Clothing,84,15,Annually,Yes,4.9,1,💎 Champions (High-Value Loyalists)
1027,49,Male,Accessories,95,39,Bi-Weekly,Yes,3.0,1,💎 Champions (High-Value Loyalists)
1028,33,Male,Accessories,90,11,Monthly,Yes,2.8,1,💎 Champions (High-Value Loyalists)
1029,45,Male,Clothing,36,4,Fortnightly,Yes,3.7,1,💎 Champions (High-Value Loyalists)
1030,29,Male,Accessories,22,33,Bi-Weekly,Yes,3.6,1,💎 Champions (High-Value Loyalists)
1031,58,Male,Outerwear,89,37,Quarterly,Yes,3.3,1,💎 Champions (High-Value Loyalists)
1032,22,Male,Footwear,50,32,Quarterly,Yes,3.4,1,💎 Champions (High-Value Loyalists)
1033,55,Male,Footwear,36,44,Quarterly,Yes,4.0,1,💎 Champions (High-Value Loyalists)
